,t,ticks,I
1247,51797192,36201,27
1248,51799983,36234,27
1249,51802774,36268,30
1250,51805564,36301,30
1251,51808355,36334,29
1252,51811146,36367,31
1253,51813936,36400,31
1254,51816727,36432,28
1255,51819518,36465,36
1256,51822308,36497,36
1257,51825099,36530,36
1258,51827898,36562,36
1259,51830689,36594,31
1260,51833488,36625,35
1261,51836279,36657,35
1262,51839070,36688,33
1263,51841860,36720,33
1264,51844651,36751,36
1265,51847441,36782,35
1266,51850232,36812,35
1267,51853031,36843,37
1268,51855822,36873,40
1269,51858613,36904,40
1270,51861405,36934,33
1271,51864203,36964,33
1272,51866993,36993,39
1273,51869793,37023,44
1274,51872584,37052,44
1275,51875374,37082,38
1276,51878165,37111,38
1277,51880955,37140,41
1278,51883755,37169,41
1279,51886554,37198,41
1280,51889345,37226,42
1281,51892135,37255,42
1282,51894926,37283,42
1283,51897726,37311,40
1284,51900516,37339,40
1285,51903307,37366,44
1286,51906106,37394,45
1287,51908897,37421,45
1288,51911687,37448,41
1289,51914478,37475,41
1290,51917278,37502,45
1291,51920068,37529,47
1292,51922859,37555,47
1293,51925650,37582,43
1294,51928441,37608,43
1295,51931231,37634,46
1296,51934022,37660,47
1297,51936821,37686,47
1298,51939620,37711,46
1299,51942411,37737,46
1300,51945201,37762,46
1301,51947992,37787,48
1302,51950783,37812,48
1303,51953582,37837,46
1304,51956373,37862,47
1305,51959163,37886,47
1306,51961954,37910,49
1307,51964745,37934,49
1308,51967536,37958,48
1309,51970326,37982,49
1310,51973117,38006,49
1311,51975909,38030,50
1312,51978707,38053,50
1313,51981497,38076,46
1314,51984288,38100,46
1315,51987079,38123,46
1316,51989869,38145,49
1317,51992660,38168,50
1318,51995460,38191,50
1319,51998250,38213,48
1320,52001049,38236,48
1321,52003840,38258,50
1322,52006631,38280,48
1323,52009421,38302,48
1324,52012212,38323,48
1325,52015003,38345,48
1326,52017793,38366,50
1327,52020584,38387,49
1328,52023384,38408,49
1329,52026183,38430,48
1330,52028974,38450,48
1331,52031764,38471,50
1332,52034555,38492,50
1333,52037346,38512,50
1334,52040136,38532,50
1335,52042927,38553,49
1336,52045717,38572,49
1337,52048508,38592,49
1338,52051299,38612,49
1339,52054089,38632,49
1340,52056880,38651,51
1341,52059671,38671,51
1342,52062461,38690,48
1343,52065254,38709,48
1344,52068051,38728,48
1345,52070842,38747,50
1346,52073633,38766,50
1347,52076432,38784,51
1348,52079223,38803,47
1349,52082022,38822,47
1350,52084813,38840,47
1351,52087604,38858,47
1352,52090394,38876,48
1353,52093185,38894,49
1354,52095976,38912,49
1355,52098766,38930,48
1356,52101557,38948,48
1357,52104356,38965,48
1358,52107156,38982,49
1359,52109955,39000,49
1360,52112745,39017,48
1361,52115538,39034,48
1362,52118335,39051,49
1363,52121128,39068,48
1364,52123926,39085,48
1365,52126716,39102,46
1366,52129507,39118,46
1367,52132297,39135,46
1368,52135088,39152,48
1369,52137880,39168,48
1370,52140670,39184,48
1371,52143460,39201,45
1372,52146251,39216,45
1373,52149050,39232,45
1374,52151849,39248,45
1375,52154640,39264,48
1376,52157440,39280,48
1377,52160230,39296,48
1378,52163021,39312,47
1379,52165820,39327,47
1380,52168611,39342,45
1381,52171410,39358,46
1382,52174201,39373,46
1383,52176991,39389,47
1384,52179782,39404,47
1385,52182573,39419,47
1386,52185363,39434,47
1387,52188154,39449,47
1388,52190945,39464,46
1389,52193744,39479,44
1390,52196535,39494,44
1391,52199325,39509,45
1392,52202116,39523,45
1393,52204907,39538,45
1394,52207698,39552,47
1395,52210488,39567,47
1396,52213279,39582,45
1397,52216070,39596,43
1398,52218860,39610,43
1399,52221651,39625,43
1400,52224442,39640,43
1401,52227232,39654,47
1402,52230023,39668,45
1403,52232814,39682,45
1404,52235604,39696,44
1405,52238395,39711,44
1406,52241185,39725,45
1407,52243976,39739,45
1408,52246769,39753,45
1409,52249566,39767,45
1410,52252357,39781,45
1411,52255147,39795,44
1412,52257938,39809,46
1413,52260731,39823,46
1414,52263528,39837,45
1415,52266319,39851,43
1416,52269109,39864,43
1417,52271900,39878,45
1418,52274691,39893,45
1419,52277490,39907,46
1420,52280283,39920,45
1421,52283080,39934,45
1422,52285871,39948,46
1423,52288661,39962,46
1424,52291452,39976,45
1425,52294243,39990,46
1426,52297034,40004,46
1427,52299826,40018,45
1428,52302624,40032,45
1429,52305414,40045,46
1430,52308205,40059,47
1431,52310995,40073,47
1432,52313795,40087,44
1433,52316586,40101,45
1434,52319376,40115,45
1435,52322167,40129,46
1436,52324957,40143,46
1437,52327748,40158,47
1438,52330539,40171,46
1439,52333338,40185,46
1440,52336129,40200,47
1441,52338919,40214,47
1442,52341710,40228,47
1443,52344501,40242,47
1444,52347292,40256,47
1445,52350082,40270,48
1446,52352873,40285,50
1447,52355664,40299,50
1448,52358454,40313,50
1449,52361245,40328,50
1450,52364036,40343,47
1451,52366826,40357,47
1452,52369617,40372,47
1453,52372407,40386,49
1454,52375207,40401,49
1455,52377998,40416,50
1456,52380797,40431,50
1457,52383588,40445,50
1458,52386378,40460,51
1459,52389178,40475,51
1460,52391968,40490,50
1461,52394759,40505,51
1462,52397549,40520,51
1463,52400340,40536,53
1464,52403131,40551,51
1465,52405922,40566,51
1466,52408712,40582,53
1467,52411503,40598,53
1468,52414304,40613,51
1469,52417101,40629,52
1470,52419892,40645,52
1471,52422683,40661,53
1472,52425473,40677,53
1473,52428273,40692,53
1474,52431064,40709,53
1475,52433854,40725,53
1476,52436645,40741,54
1477,52439435,40757,54
1478,52442226,40774,54
1479,52445017,40790,54
1480,52447809,40807,54
1481,52450607,40823,57
1482,52453398,40840,57
1483,52456188,40857,57
1484,52458979,40874,55
1485,52461770,40891,55
1486,52464560,40908,55
1487,52467351,40926,55
1488,52470141,40943,55
1489,52472932,40960,57
1490,52475723,40978,57
1491,52478514,40996,58
1492,52481304,41013,58
1493,52484095,41031,58
1494,52486886,41050,58
1495,52489676,41068,59
1496,52492469,41086,59
1497,52495266,41104,58
1498,52498057,41123,58
1499,52500848,41141,59
1500,52503638,41160,59
1501,52506429,41179,59
1502,52509219,41198,61
1503,52512010,41217,61
1504,52514801,41236,61
1505,52517592,41255,58
1506,52520382,41274,58
1507,52523173,41294,61
1508,52525964,41314,62
1509,52528754,41333,62
1510,52531545,41353,62
1511,52534335,41373,62
1512,52537126,41393,60
1513,52539917,41414,61
1514,52542708,41434,61
1515,52545498,41455,63
1516,52548297,41475,63
1517,52551088,41496,62
1518,52553879,41517,62
1519,52556669,41538,62
1520,52559469,41560,63
1521,52562259,41581,63
1522,52565051,41602,64
1523,52567841,41624,64
1524,52570632,41646,64
1525,52573422,41668,62
1526,52576213,41690,62
1527,52579003,41712,62
1528,52581794,41735,65
1529,52584585,41757,65
1530,52587376,41780,64
1531,52590166,41803,63
1532,52592957,41826,63
1533,52595748,41849,65
1534,52598538,41872,65
1535,52601330,41896,64
1536,52604128,41919,64
1537,52606919,41943,64
1538,52609710,41967,65
1539,52612500,41991,65
1540,52615299,42015,65
1541,52618090,42039,63
1542,52620881,42064,63
1543,52623671,42088,62
1544,52626462,42113,66
1545,52629253,42138,66
1546,52632043,42163,64
1547,52634834,42188,64
1548,52637625,42214,63
1549,52640416,42239,64
1550,52643206,42265,64
1551,52645997,42291,63
1552,52648796,42317,63
1553,52651595,42343,62
1554,52654386,42369,63
1555,52657177,42396,63
1556,52659968,42422,60
1557,52662758,42449,63
1558,52665550,42476,63
1559,52668350,42503,63
1560,52671147,42531,63
1561,52673938,42558,61
1562,52676729,42586,61
1563,52679520,42613,61
1564,52682319,42641,67
1565,52685109,42669,67
1566,52687900,42698,58
1567,52690691,42726,60
1568,52693481,42754,60
1569,52696272,42783,64
1570,52699063,42812,64
1571,52701854,42841,59
1572,52704644,42870,58
1573,52707435,42900,58
1574,52710226,42929,62
1575,52713025,42959,57
1576,52715815,42989,57
1577,52718606,43019,60
1578,52721397,43049,60
1579,52724187,43079,57
1580,52726978,43110,55
1581,52729769,43140,55
1582,52732560,43171,57
1583,52735350,43202,57
1584,52738141,43233,56
1585,52740933,43264,58
1586,52743731,43296,58
1587,52746521,43328,54
1588,52749321,43360,53
1589,52752120,43391,53
1590,52754911,43424,56
1591,52757702,43455,56
1592,52760492,43488,49
1593,52763283,43520,54
1594,52766074,43553,54
1595,52768864,43586,54
1596,52771655,43619,54
1597,52774446,43652,54
1598,52777236,43685,50
1599,52780035,43718,50
1600,52782826,43752,49
1601,52785617,43786,49
1602,52788409,43820,52
1603,52791207,43854,45
1604,52794006,43888,45
1605,52796797,43922,46
1606,52799587,43957,46
1607,52802378,43992,46
1608,52805177,44026,49
1609,52807977,44061,49
1610,52810776,44096,44
1611,52813567,44131,43
1612,52816358,44167,43
1613,52819157,44202,48
1614,52821948,44238,48
1615,52824738,44273,40
1616,52827529,44309,42
1617,52830319,44345,42
1618,52833110,44382,41
1619,52835901,44418,41
1620,52838691,44454,45
1621,52841482,44490,37
1622,52844273,44527,37
1623,52847063,44564,41
1624,52849854,44601,41
1625,52852645,44638,41
1626,52855435,44675,39
1627,52858235,44713,39
1628,52861025,44750,38
1629,52863816,44788,39
1630,52866607,44826,39
1631,52869398,44863,38
1632,52872188,44901,38
1633,52874979,44939,34
1634,52877769,44977,35
1635,52880560,45016,35
1636,52883351,45054,37
1637,52886142,45093,36
1638,52888934,45131,36
1639,52891732,45170,30
1640,52894522,45209,30
1641,52897321,45248,36
1642,52900122,45288,33
1643,52902921,45327,33
1644,52905711,45366,31
1645,52908502,45405,31
1646,52911301,45445,28
1647,52914091,45485,36
1648,52916891,45524,36
1649,52919681,45564,30
1650,52922472,45604,30
1651,52925271,45644,29
1652,52928062,45684,29
1653,52930853,45725,29
1654,52933644,45765,31
1655,52936443,45805,26
1656,52939233,45846,26
1657,52942024,45886,27
1658,52944815,45927,27
1659,52947605,45968,28
1660,52950396,46008,28
1661,52953187,46049,28
1662,52955978,46090,25
1663,52958770,46131,25
1664,52961568,46172,25
1665,52964358,46213,27
1666,52967157,46255,27
1667,52969948,46296,24
1668,52972739,46337,23
1669,52975538,46379,23
1670,52978329,46420,24
1671,52981119,46462,24
1672,52983912,46504,29
1673,52986710,46545,19
1674,52989500,46587,19
1675,52992291,46629,24
1676,52995083,46671,24
1677,52997881,46713,23
1678,53000671,46755,26
1679,53003471,46797,26
1680,53006261,46839,19
1681,53009052,46881,19
1682,53011843,46923,24
1683,53014633,46965,23
1684,53017424,47008,23
1685,53020215,47050,20
1686,53023014,47092,18
1687,53025805,47135,18
1688,53028597,47177,21
1689,53031395,47219,21
1690,53034185,47262,22
1691,53036985,47304,19
1692,53039776,47347,19
1693,53042575,47390,22
1694,53045368,47432,22
1695,53048165,47475,20
1696,53050964,47517,19
1697,53053755,47560,19
1698,53056545,47602,14
1699,53059336,47645,22
1700,53062136,47688,22
1701,53064926,47730,17
1702,53067717,47773,17
1703,53070508,47815,18
1704,53073298,47858,17
1705,53076089,47901,17
1706,53078880,47943,21
1707,53081670,47986,21
1708,53084461,48028,16
1709,53087260,48071,16
1710,53090051,48113,16
1711,53092843,48156,21
1712,53095641,48199,21
1713,53098432,48241,16
1714,53101224,48284,18
1715,53104021,48327,18
1716,53106812,48369,14
1717,53109603,48412,18
1718,53112393,48454,18
1719,53115184,48497,13
1720,53117975,48539,13
1721,53120765,48582,17
1722,53123556,48624,16
1723,53126347,48667,16
1724,53129137,48709,17
1725,53131928,48751,17
1726,53134719,48794,13
1727,53137510,48836,13
1728,53140317,48878,13
1729,53143108,48921,18
1730,53145901,48963,11
1731,53148698,49005,11
1732,53151489,49047,15
1733,53154288,49089,15
1734,53157079,49131,12
1735,53159869,49173,18
1736,53162660,49215,18
1737,53165451,49257,8
1738,53168155,49297,8
1739,53170859,49337,16
1740,53173650,49380,14
1741,53176440,49421,14
1742,53179239,49462,12
1743,53182030,49504,12
1744,53184821,49545,11
1745,53187611,49587,16
1746,53190402,49628,16
1747,53193194,49669,14
1748,53195992,49711,11
1749,53198783,49752,11
1750,53201582,49792,12
1751,53204373,49833,12
1752,53207164,49874,15
1753,53209963,49915,14
1754,53212753,49956,14
1755,53215545,49996,10
1756,53218335,50036,10
1757,53221125,50077,15
1758,53223934,50117,15
1759,53226724,50157,15
1760,53229515,50198,13
1761,53232316,50237,13
1762,53235113,50278,10
1763,53237913,50317,18
1764,53240703,50357,18
1765,53243494,50397,14
1766,53246285,50436,14
1767,53249076,50475,14
1768,53251866,50515,13
1769,53254657,50554,13
1770,53257448,50593,20
1771,53260238,50631,13
1772,53263029,50670,13
1773,53265820,50709,16
1774,53268610,50747,16
1775,53271401,50786,17
1776,53274192,50824,20
1777,53276982,50862,20
1778,53279773,50900,14
1779,53282564,50938,14
1780,53285354,50976,20
1781,53288146,51014,19
1782,53290946,51052,19
1783,53293743,51089,20
1784,53296534,51126,19
1785,53299334,51164,19
1786,53302124,51200,20
1787,53304915,51238,20
1788,53307707,51274,22
1789,53310505,51311,19
1790,53313295,51348,19
1791,53316086,51384,22
1792,53318885,51420,22
1793,53321676,51456,25
1794,53324467,51493,24
1795,53327258,51528,24
1796,53330048,51564,19
1797,53332839,51599,30
1798,53335630,51635,30
1799,53338420,51670,24
1800,53341211,51705,24
1801,53344004,51740,26
1802,53346801,51775,23
1803,53349592,51810,23
1804,53352382,51844,31
1805,53355173,51879,31
1806,53357964,51913,28
1807,53360763,51947,26
1808,53363554,51981,26
1809,53366344,52015,30
1810,53369135,52049,30
1811,53371925,52082,28
1812,53374727,52116,33
1813,53377524,52149,33
1814,53380315,52182,28
1815,53383106,52215,35
1816,53385905,52248,35
1817,53388696,52280,32
1818,53391486,52313,32
1819,53394277,52345,32
1820,53397067,52377,34
1821,53399858,52409,34
1822,53402649,52441,29
1823,53405439,52472,29
1824,53408239,52504,37
1825,53411029,52535,36
1826,53413829,52567,36
1827,53416620,52597,35
1828,53419410,52629,37
1829,53422201,52659,37
1830,53424991,52690,37
1831,53427782,52720,37
1832,53430573,52750,40
1833,53433364,52780,39
1834,53436154,52810,39
1835,53438945,52840,36
1836,53441736,52869,36
1837,53444526,52899,40
1838,53447317,52928,40
1839,53450107,52957,40
1840,53452907,52986,42
1841,53455698,53015,42
1842,53458488,53043,41
1843,53461279,53072,41
1844,53464069,53100,41
1845,53466860,53128,43
1846,53469651,53156,43
1847,53472442,53184,43
1848,53475232,53212,41
1849,53478023,53239,41
1850,53480813,53266,45
1851,53483604,53293,44
1852,53486395,53320,44
1853,53489185,53347,42
1854,53491985,53374,42
1855,53494776,53400,47
1856,53497566,53426,44
1857,53500357,53453,44
1858,53503148,53479,45
1859,53505947,53504,47
1860,53508738,53530,47
1861,53511528,53556,48
1862,53514319,53581,48
1863,53517109,53606,47
1864,53519909,53631,48
1865,53522700,53656,48
1866,53525490,53681,44
1867,53528290,53706,44
1868,53531080,53730,47
1869,53533871,53754,48
1870,53536661,53779,48
1871,53539452,53803,46
1872,53542243,53826,46
1873,53545033,53850,48
1874,53547824,53873,50
1875,53550624,53897,50
1876,53553416,53920,48
1877,53556214,53943,47
1878,53559004,53966,47
1879,53561795,53989,49
1880,53564586,54011,49
1881,53567376,54034,49
1882,53570167,54056,48
1883,53572958,54078,48
1884,53575748,54100,49
1885,53578539,54122,49
1886,53581338,54144,51
1887,53584129,54166,50
1888,53586920,54187,50
1889,53589711,54208,49
1890,53592501,54230,49
1891,53595292,54251,47
1892,53598082,54272,49
1893,53600873,54293,49
1894,53603664,54313,50
1895,53606454,54334,49
1896,53609253,54354,49
1897,53612044,54375,50
1898,53614835,54395,50
1899,53617625,54415,50
1900,53620425,54435,48
1901,53623216,54454,48
1902,53626006,54474,49
1903,53628797,54494,49
1904,53631587,54513,50
1905,53634379,54532,48
1906,53637177,54552,48
1907,53639968,54570,48
1908,53642759,54589,49
1909,53645549,54608,49
1910,53648340,54627,49
1911,53651131,54645,49
1912,53653921,54663,49
1913,53656712,54682,49
1914,53659511,54700,49
1915,53662311,54718,48
1916,53665101,54736,48
1917,53667901,54754,49
1918,53670691,54771,49
1919,53673482,54789,49
1920,53676273,54807,48
1921,53679072,54824,48
1922,53681863,54841,48
1923,53684654,54858,48
1924,53687444,54876,48
1925,53690235,54892,48
1926,53693027,54909,49
1927,53695825,54926,49
1928,53698615,54943,48
1929,53701406,54959,48
1930,53704199,54976,47
1931,53706996,54993,46
1932,53709795,55009,46
1933,53712586,55025,47
1934,53715377,55041,47
1935,53718168,55057,47
1936,53720958,55073,45
1937,53723749,55089,45
1938,53726540,55105,46
1939,53729339,55121,48
1940,53732130,55136,48
1941,53734929,55152,48
1942,53737720,55167,48
1943,53740510,55183,47
1944,53743301,55198,45
1945,53746091,55214,45
1946,53748882,55229,45
1947,53751673,55244,45
1948,53754464,55259,46
1949,53757254,55274,46
1950,53760045,55289,46
1951,53762836,55304,45
1952,53765626,55319,45
1953,53768417,55334,45
1954,53771207,55348,46
1955,53773998,55363,46
1956,53776797,55378,46
1957,53779588,55393,45
1958,53782379,55407,45
1959,53785170,55421,47
1960,53787960,55436,47
1961,53790751,55451,45
1962,53793542,55465,42
1963,53796341,55479,42
1964,53799131,55493,44
1965,53801922,55508,44
1966,53804713,55522,46
1967,53807503,55536,45
1968,53810294,55550,45
1969,53813085,55564,44
1970,53815876,55579,44
1971,53818666,55593,44
1972,53821466,55607,45
1973,53824256,55620,45
1974,53827048,55635,44
1975,53829838,55649,45
1976,53832628,55662,45
1977,53835419,55676,47
1978,53838210,55690,47
1979,53841002,55704,45
1980,53843799,55718,43
1981,53846590,55732,43
1982,53849381,55746,44
1983,53852172,55760,44
1984,53854962,55774,46
1985,53857753,55788,46
1986,53860543,55801,46
1987,53863334,55815,45
1988,53866125,55829,46
1989,53868915,55843,46
1990,53871706,55857,45
1991,53874497,55871,45
1992,53877288,55885,45
1993,53880078,55899,46
1994,53882869,55913,46
1995,53885659,55926,47
1996,53888450,55940,47
1997,53891241,55955,47
1998,53894031,55969,45
1999,53896822,55982,45
2000,53899622,55996,46
2001,53902412,56011,46
2002,53905203,56025,48
2003,53907993,56039,46
2004,53910793,56053,46
2005,53913584,56067,47
2006,53916374,56082,48
2007,53919166,56096,48
2008,53921964,56110,48
2009,53924755,56124,48
2010,53927545,56139,48
2011,53930336,56153,49
2012,53933127,56168,49
2013,53935917,56182,49
2014,53938717,56197,49
2015,53941508,56211,49
2016,53944298,56226,47
2017,53947089,56241,47
2018,53949880,56255,50
2019,53952670,56270,51
2020,53955461,56285,51
2021,53958251,56300,49
2022,53961051,56315,49
2023,53963850,56330,51
2024,53966649,56346,51
2025,53969440,56361,51
2026,53972231,56376,51
2027,53975021,56391,51
2028,53977812,56406,51
2029,53980603,56422,53
2030,53983393,56437,53
2031,53986184,56453,54
2032,53988975,56469,54
2033,53991765,56485,53
2034,53994556,56500,52
2035,53997347,56516,52
2036,54000138,56532,51
2037,54002928,56549,53
2038,54005719,56565,53
2039,54008518,56581,55
2040,54011309,56597,55
2041,54014099,56614,55
2042,54016890,56630,55
2043,54019681,56647,55
2044,54022471,56664,54
2045,54025262,56680,54
2046,54028053,56697,56
2047,54030852,56714,58
2048,54033643,56732,58
2049,54036434,56749,54
2050,54039224,56766,55
2051,54042015,56783,55
2052,54044805,56801,57
2053,54047596,56819,57
2054,54050387,56836,59
2055,54053177,56854,56
2056,54055968,56872,56
2057,54058759,56890,57
2058,54061550,56908,57
2059,54064340,56927,60
2060,54067131,56945,61
2061,54069922,56963,61
2062,54072713,56982,59
2063,54075503,57001,59
2064,54078293,57019,59
2065,54081084,57038,59
2066,54083884,57058,59
2067,54086674,57077,61
2068,54089465,57096,61
2069,54092256,57116,61
2070,54095046,57135,59
2071,54097846,57155,59
2072,54100636,57175,61
2073,54103436,57195,63
2074,54106226,57215,63
2075,54109017,57235,63
2076,54111808,57255,63
2077,54114598,57276,60
2078,54117389,57297,63
2079,54120179,57317,63
2080,54122970,57338,63
2081,54125761,57359,63
2082,54128551,57380,62
2083,54131342,57401,61
2084,54134133,57423,61
2085,54136924,57445,64
2086,54139723,57466,65
2087,54142514,57488,65
2088,54145304,57510,62
2089,54148095,57532,62
2090,54150885,57554,63
2091,54153676,57577,64
2092,54156467,57599,64
2093,54159257,57622,66
2094,54162048,57645,66
2095,54164839,57668,62
2096,54167630,57691,63
2097,54170420,57714,63
2098,54173219,57738,67
2099,54176010,57762,63
2100,54178809,57785,63
2101,54181600,57809,63
2102,54184391,57833,63
2103,54187181,57857,65
2104,54189972,57882,63
2105,54192763,57906,63
2106,54195553,57931,63
2107,54198344,57956,63
2108,54201135,57981,64
2109,54203925,58006,65
2110,54206716,58031,65
2111,54209507,58056,61
2112,54212297,58082,61
2113,54215088,58107,63
2114,54217879,58134,67
2115,54220670,58160,67
2116,54223460,58186,61
2117,54226251,58212,63
2118,54229042,58238,63
2119,54231832,58265,65
2120,54234623,58292,65
2121,54237422,58319,63
2122,54240213,58346,61
2123,54243003,58373,61
2124,54245794,58401,61
2125,54248585,58428,61
2126,54251375,58456,61
2127,54254166,58484,61
2128,54256957,58512,61
2129,54259748,58540,64
2130,54262538,58569,64
2131,54265329,58597,58
2132,54268120,58626,61
2133,54270910,58655,61
2134,54273701,58684,59
2135,54276491,58713,60
2136,54279282,58742,60
2137,54282073,58772,63
2138,54284863,58802,63
2139,54287663,58832,58
2140,54290453,58862,55
2141,54293244,58892,55
2142,54296035,58922,59
2143,54298825,58952,59
2144,54301618,58983,55
2145,54304416,59014,59
2146,54307206,59046,59
2147,54309997,59077,54
2148,54312798,59108,55
2149,54315597,59140,55
2150,54318395,59171,55
2151,54321186,59203,55
2152,54323978,59235,56
2153,54326775,59267,54
2154,54329575,59299,54
2155,54332366,59331,49
2156,54335156,59364,49
2157,54337956,59396,53
2158,54340746,59429,55
2159,54343546,59462,55
2160,54346345,59496,50
2161,54349146,59529,50
2162,54351943,59562,51
2163,54354734,59595,50
2164,54357525,59629,50
2165,54360315,59663,49
2166,54363115,59697,48
2167,54365905,59731,48
2168,54368696,59765,48
2169,54371487,59800,48
2170,54374279,59834,50
2171,54377077,59869,44
2172,54379867,59903,44
2173,54382658,59939,46
2174,54385449,59974,46
2175,54388239,60009,46
2176,54391032,60045,46
2177,54393830,60080,46
2178,54396620,60116,40
2179,54399411,60151,43
2180,54402201,60188,43
2181,54404992,60224,43
2182,54407791,60260,43
2183,54410591,60296,42
2184,54413390,60333,39
2185,54416181,60370,39
2186,54418972,60406,41
2187,54421762,60443,41
2188,54424553,60480,42
2189,54427352,60518,34
2190,54430143,60555,34
2191,54432934,60592,40
2192,54435726,60630,36
2193,54438532,60667,36
2194,54441323,60705,41
2195,54444113,60743,41
2196,54446904,60781,36
2197,54449695,60819,35
2198,54452494,60858,35
2199,54455302,60896,31
2200,54458093,60935,31
2201,54460883,60973,38
2202,54463674,61012,32
2203,54466465,61051,32
2204,54469256,61090,33
2205,54472046,61128,33
2206,54474837,61168,29
2207,54477628,61207,35
2208,54480427,61246,35
2209,54483226,61286,29
2210,54486017,61326,30
2211,54488816,61365,30
2212,54491607,61405,29
2213,54494415,61445,29
2214,54497214,61485,34
2215,54500015,61525,25
2216,54502813,61565,25
2217,54505603,61605,28
2218,54508394,61646,28
2219,54511185,61686,28
2220,54513976,61727,28
2221,54516766,61767,28
2222,54519565,61807,23
2223,54522357,61848,31
2224,54525147,61889,31
2225,54527946,61930,26
2226,54530745,61971,26
2227,54533536,62011,25
2228,54536327,62053,23
2229,54539118,62094,23
2230,54541908,62135,29
2231,54544699,62177,29
2232,54547498,62218,24
2233,54550297,62259,22
2234,54553088,62301,22
2235,54555889,62342,25
2236,54558687,62384,25
2237,54561477,62426,24
2238,54564277,62468,23
2239,54567076,62510,23
2240,54569867,62551,21
2241,54572657,62593,25
2242,54575448,62635,25
2243,54578239,62677,21
2244,54581038,62719,21
2245,54583829,62761,22
2246,54586619,62803,21
2247,54589410,62845,21
2248,54592201,62888,23
2249,54594991,62930,23
2250,54597782,62972,17
2251,54600581,63014,21
2252,54603372,63056,21
2253,54606163,63099,22
2254,54608953,63141,24
2255,54611744,63184,24
2256,54614535,63226,17
2257,54617334,63269,17
2258,54620125,63311,19
2259,54622916,63353,20
2260,54625706,63396,20
2261,54628505,63438,18
2262,54631296,63481,18
2263,54634087,63523,18
2264,54636877,63566,18
2265,54639668,63608,18
2266,54642461,63651,21
2267,54645258,63693,21
2268,54648049,63736,14
2269,54650848,63779,19
2270,54653639,63821,19
2271,54656430,63864,18
2272,54659220,63906,20
2273,54662020,63949,20
2274,54664810,63991,15
2275,54667601,64034,15
2276,54670391,64076,19
2277,54673191,64119,19
2278,54675990,64162,19
2279,54678781,64204,15
2280,54681580,64246,15
2281,54684371,64289,15
2282,54687161,64331,17
2283,54689952,64374,17
2284,54692751,64416,18
2285,54695542,64459,11
2286,54698333,64501,11
2287,54701124,64543,18
2288,54703914,64585,18
2289,54706705,64628,15
2290,54709495,64670,16
2291,54712295,64712,16
2292,54715086,64755,12
2293,54717885,64797,12
2294,54720686,64839,17
2295,54723484,64881,15
2296,54726283,64923,15
2297,54729073,64965,12
2298,54731864,65007,12
2299,54734655,65049,14
2300,54737454,65091,15
2301,54740245,65133,15
2302,54743044,65174,12
2303,54745835,65216,12
2304,54748626,65257,12
2305,54751416,65299,15
2306,54754207,65340,15
2307,54756997,65382,12
2308,54759797,65423,14
2309,54762588,65464,14
2310,54765379,65505,10
2311,54768178,65547,10
2312,54770977,65588,17
2313,54773776,65629,10
2314,54776567,65669,10
2315,54779358,65710,13
2316,54782148,65751,13
2317,54784939,65791,13
2318,54787730,65832,17
2319,54790529,65872,17
2320,54793320,65913,9
2321,54796032,65952,15
2322,54798823,65992,15
2323,54801614,66032,14
2324,54804404,66072,14
2325,54807195,66111,14
2326,54809985,66151,12
2327,54812776,66191,12
2328,54815567,66230,17
2329,54818357,66270,17
2330,54821148,66309,15
2331,54823939,66348,14
2332,54826738,66387,14
2333,54829529,66426,14
2334,54832319,66465,20
2335,54835110,66504,20
2336,54837901,66543,15
2337,54840693,66581,15
2338,54843491,66619,17
2339,54846281,66658,16
2340,54849081,66696,16
2341,54851871,66734,22
2342,54854662,66772,22
2343,54857461,66810,15
2344,54860252,66848,20
2345,54863043,66885,20
2346,54865833,66922,20
2347,54868624,66960,20
2348,54871423,66997,23
2349,54874214,67034,16
2350,54877005,67070,16
2351,54879796,67107,24
2352,54882586,67144,21
2353,54885377,67180,21
2354,54888168,67217,22
2355,54890958,67253,22
2356,54893749,67289,18
2357,54896539,67325,27
2358,54899330,67361,27
2359,54902121,67396,25
2360,54904912,67432,25
2361,54907702,67467,22
2362,54910493,67502,27
2363,54913284,67537,27
2364,54916083,67572,27
2365,54918873,67607,27
2366,54921673,67642,27
2367,54924463,67676,24
2368,54927254,67711,24
2369,54930053,67745,31
2370,54932854,67779,29
2371,54935644,67813,29
2372,54938434,67846,29
2373,54941234,67880,29
2374,54944033,67914,29
2375,54946832,67947,31
2376,54949632,67980,31
2377,54952422,68013,30
2378,54955213,68046,30
2379,54958004,68078,27
2380,54960794,68111,36
2381,54963593,68143,36
2382,54966384,68175,34
2383,54969175,68208,33
2384,54971965,68239,33
2385,54974756,68271,35
2386,54977547,68303,35
2387,54980346,68334,35
2388,54983137,68365,36
2389,54985927,68396,36
2390,54988718,68427,32
2391,54991517,68458,32
2392,54994308,68488,39
2393,54997099,68519,39
2394,54999898,68549,39
2395,55002689,68579,35
2396,55005479,68609,40
2397,55008270,68639,40
2398,55011063,68668,40
2399,55013860,68698,40
2400,55016651,68727,39
2401,55019441,68757,40
2402,55022232,68785,40
2403,55025023,68814,39
2404,55027813,68843,39
2405,55030613,68871,43
2406,55033403,68900,40
2407,55036203,68928,40
2408,55038993,68956,40
2409,55041793,68984,40
2410,55044585,69012,45
2411,55047383,69039,43
