,t,ticks,u,I
2824,46747572,73034,67,0.42
2825,46751108,73069,68,0.39
2826,46754644,73104,68,0.34
2827,46758180,73140,69,0.27
2828,46761724,73175,70,0.53
2829,46765260,73212,70,0.14
2830,46768796,73248,71,0.57
2831,46772341,73285,72,0.41
2832,46775886,73322,72,0.27
2833,46779430,73360,73,0.58
2834,46782967,73398,73,0.34
2835,46786502,73436,74,0.58
2836,46790039,73475,75,0.27
2837,46793574,73514,75,0.52
2838,46797111,73553,76,0.48
2839,46800655,73593,76,0.2
2840,46804191,73633,77,0.39
2841,46807727,73673,78,0.24
2842,46811265,73714,78,0.42
2843,46814809,73755,79,0.28
2844,46818344,73796,79,0.51
2845,46821880,73838,80,0.41
2846,46825416,73880,81,0.4
2847,46828952,73922,81,0.27
2848,46832488,73964,82,0.44
2849,46836024,74007,82,0.4
2850,46839560,74051,83,0.49
2851,46843096,74094,83,0.45
2852,46846632,74137,84,0.41
2853,46850168,74182,84,0.43
2854,46853704,74226,85,0.47
2855,46857240,74271,85,0.3
2856,46860776,74316,86,0.47
2857,46864322,74361,86,0.48
2858,46867874,74407,87,0.49
2859,46871427,74453,87,0.4
2860,46874972,74499,88,0.43
2861,46878516,74545,88,0.42
2862,46882061,74592,88,0.35
2863,46885614,74639,89,0.32
2864,46889168,74686,89,0.21
2865,46892712,74734,90,0.42
2866,46896259,74781,90,0.39
2867,46899811,74829,91,0.36
2868,46903355,74878,91,0.43
2869,46906900,74926,91,0.57
2870,46910445,74974,92,0.41
2871,46913980,75023,92,0.22
2872,46917525,75073,93,0.42
2873,46921070,75122,93,0.37
2874,46924615,75171,93,0.37
2875,46928168,75221,94,0.34
2876,46931721,75272,94,0.42
2877,46935274,75322,94,0.42
2878,46938819,75372,95,0.43
2879,46942355,75422,95,0.37
2880,46945900,75473,95,0.31
2881,46949445,75524,95,0.24
2882,46952991,75575,96,0.39
2883,46956542,75626,96,0.32
2884,46960087,75677,96,0.34
2885,46963632,75729,96,0.34
2886,46967177,75781,97,0.33
2887,46970721,75833,97,0.37
2888,46974259,75884,97,0.33
2889,46977803,75936,97,0.4
2890,46981347,75988,98,0.33
2891,46984882,76041,98,0.33
2892,46988419,76093,98,0.35
2893,46991954,76145,98,0.46
2894,46995490,76198,98,0.38
2895,46999026,76250,98,0.34
2896,47002563,76303,99,0.32
2897,47006098,76356,99,0.36
2898,47009634,76409,99,0.42
2899,47013170,76462,99,0.4
2900,47016706,76515,99,0.37
2901,47020242,76568,99,0.29
2902,47023778,76622,99,0.31
2903,47027323,76675,99,0.34
2904,47030868,76729,99,0.33
2905,47034404,76782,99,0.38
2906,47037949,76835,99,0.34
2907,47041484,76889,99,0.37
2908,47045029,76942,99,0.44
2909,47048567,76996,99,0.3
2910,47052110,77050,99,0.4
2911,47055646,77103,99,0.36
2912,47059182,77157,99,0.41
2913,47062727,77210,99,0.42
2914,47066271,77264,99,0.32
2915,47069807,77318,99,0.33
2916,47073343,77371,99,0.43
2917,47076879,77425,99,0.24
2918,47080424,77479,99,0.35
2919,47083960,77532,99,0.36
2920,47087496,77586,99,0.41
2921,47091040,77640,99,0.32
2922,47094585,77693,99,0.33
2923,47098121,77747,99,0.31
2924,47101657,77800,98,0.37
2925,47105193,77854,98,0.45
2926,47108729,77907,98,0.48
2927,47112274,77961,98,0.25
2928,47115818,78014,98,0.26
2929,47119354,78067,98,0.36
2930,47122890,78121,97,0.37
2931,47126444,78174,97,0.51
2932,47129989,78227,97,0.3
2933,47133533,78280,97,0.29
2934,47137078,78333,97,0.24
2935,47140622,78386,96,0.34
2936,47144160,78438,96,0.45
2937,47147703,78491,96,0.36
2938,47151248,78544,96,0.39
2939,47154792,78596,95,0.43
2940,47158337,78648,95,0.25
2941,47161882,78700,95,0.4
2942,47165426,78752,94,0.4
2943,47168980,78804,94,0.42
2944,47172533,78856,94,0.36
2945,47176078,78907,93,0.35
2946,47179631,78958,93,0.41
2947,47183176,79009,93,0.38
2948,47186720,79060,92,0.3
2949,47190265,79111,92,0.44
2950,47193818,79162,92,0.41
2951,47197372,79212,91,0.37
2952,47200908,79262,91,0.3
2953,47204453,79312,90,0.44
2954,47207998,79362,90,0.31
2955,47211542,79411,90,0.36
2956,47215078,79460,89,0.39
2957,47218614,79508,89,0.38
2958,47222158,79557,88,0.4
2959,47225694,79606,88,0.4
2960,47229239,79654,87,0.34
2961,47232775,79702,87,0.34
2962,47236320,79750,86,0.36
2963,47239864,79797,86,0.17
2964,47243409,79844,85,0.44
2965,47246954,79891,85,0.46
2966,47250490,79938,84,0.13
2967,47254026,79984,84,0.43
2968,47257562,80030,83,0.36
2969,47261098,80076,83,0.52
2970,47264634,80121,82,0.26
2971,47268179,80166,82,0.45
2972,47271714,80211,81,0.44
2973,47275250,80256,81,0.43
2974,47278786,80300,80,0.34
2975,47282323,80343,80,0.21
2976,47285858,80387,79,0.33
2977,47289395,80430,78,0.37
2978,47292930,80473,78,0.4
2979,47296466,80516,77,0.34
2980,47300003,80558,77,0.48
2981,47303538,80600,76,0.17
2982,47307083,80642,76,0.51
2983,47310619,80683,75,0.07
2984,47314164,80724,74,0.32
2985,47317700,80765,74,0.35
2986,47321236,80805,73,0.25
2987,47324772,80845,72,0.35
2988,47328308,80885,72,0.31
2989,47331844,80924,71,0.57
2990,47335380,80964,70,0.13
2991,47338916,81002,70,0.34
2992,47342460,81040,69,0.23
2993,47345996,81079,69,0.52
2994,47349541,81116,68,0.42
2995,47353077,81153,67,0.4
2996,47356615,81190,67,0.4
2997,47360159,81227,66,0.32
2998,47363702,81263,65,0.51
2999,47367247,81299,64,0.42
3000,47370783,81334,64,0.22
3001,47374328,81369,63,0.47
3002,47377872,81404,63,0.51
3003,47381408,81438,62,0.27
3004,47384944,81473,61,0.48
3005,47388482,81506,60,0.02
3006,47392034,81539,60,0.31
3007,47395570,81572,59,0.27
3008,47399106,81605,58,0.2
3009,47402642,81636,58,0.34
3010,47406178,81668,57,0.2
3011,47409714,81699,56,0.44
3012,47413250,81731,55,0.14
3013,47416786,81761,55,0.62
3014,47420330,81791,54,0.24
3015,47423867,81821,53,0.37
3016,47427402,81851,53,0.25
3017,47430938,81879,52,0.37
3018,47434474,81908,51,0.4
3019,47438010,81936,51,0.36
3020,47441546,81964,50,0.43
3021,47445082,81992,49,0.36
3022,47448618,82019,48,0.26
3023,47452154,82046,48,0.32
3024,47455692,82072,47,0.43
3025,47459235,82098,46,0.09
3026,47462780,82124,46,0.25
3027,47466316,82149,45,0.37
3028,47469852,82174,44,0.3
3029,47473388,82198,43,0.38
3030,47476924,82223,43,0.28
3031,47480460,82246,42,0.42
3032,47483996,82270,42,0.37
3033,47487540,82293,41,0.52
3034,47491076,82316,40,0.24
3035,47494621,82338,39,0.37
3036,47498157,82360,39,0.2
3037,47501693,82381,38,0.25
3038,47505229,82402,37,0.27
3039,47508765,82423,37,0.2
3040,47512301,82444,36,0.47
3041,47515837,82464,35,0.23
3042,47519373,82484,35,0.34
3043,47522909,82503,34,0.27
3044,47526445,82522,33,0.6
3045,47529981,82540,33,0.2
3046,47533517,82559,32,0.47
3047,47537053,82577,31,0.28
3048,47540598,82594,31,0.37
3049,47544134,82611,30,0.13
3050,47547670,82628,29,0.42
3051,47551206,82644,29,0.32
3052,47554742,82660,28,0.24
3053,47558278,82676,27,0.41
3054,47561814,82692,27,0.46
