,t,ticks,u,I
224,12033704,3319,69,57
225,12036910,3351,69,60
226,12040117,3383,70,63
227,12043324,3414,70,63
228,12046531,3447,70,60
229,12049737,3479,71,61
230,12052952,3512,71,61
231,12056168,3544,71,57
232,12059374,3577,72,57
233,12062581,3610,72,61
234,12065788,3643,72,61
235,12068994,3676,73,58
236,12072210,3710,73,56
237,12075417,3743,73,56
238,12078623,3777,74,57
239,12081830,3811,74,54
240,12085038,3844,74,54
241,12088243,3879,75,59
242,12091450,3913,75,60
243,12094656,3948,75,56
244,12097863,3982,75,56
245,12101070,4017,76,55
246,12104276,4052,76,52
247,12107483,4087,76,52
248,12110690,4122,77,55
249,12113896,4158,77,58
250,12117103,4194,77,58
251,12120310,4230,78,54
252,12123516,4266,78,55
253,12126732,4302,78,47
254,12129938,4338,79,47
255,12133145,4374,79,51
256,12136352,4411,79,55
257,12139558,4447,80,55
258,12142765,4484,80,52
259,12145972,4521,80,55
260,12149178,4558,81,55
261,12152385,4596,81,48
262,12155592,4633,81,52
263,12158798,4671,82,52
264,12162007,4709,82,52
265,12165221,4746,82,50
266,12168427,4785,83,52
267,12171634,4823,83,52
268,12174840,4862,83,47
269,12178056,4900,83,51
270,12181263,4939,84,51
271,12184470,4978,84,45
272,12187676,5017,84,48
273,12190891,5056,85,45
274,12194098,5096,85,45
275,12197304,5135,85,44
276,12200511,5175,86,47
277,12203718,5215,86,47
278,12206925,5255,86,43
279,12210140,5295,87,46
280,12213355,5335,87,46
281,12216570,5376,87,38
282,12219777,5417,88,47
283,12222984,5457,88,43
284,12226190,5498,88,43
285,12229397,5539,89,47
286,12232604,5580,89,41
287,12235811,5622,89,41
288,12239017,5664,90,40
289,12242224,5705,90,42
290,12245430,5747,90,42
291,12248646,5789,91,40
292,12251852,5831,91,42
293,12255059,5874,91,35
294,12258266,5916,92,35
295,12261473,5958,92,44
296,12264680,6002,92,38
297,12267886,6044,92,38
298,12271092,6087,93,40
299,12274308,6131,93,32
300,12277514,6174,93,41
301,12280721,6218,94,41
302,12283936,6262,94,37
303,12287143,6305,94,39
304,12290350,6349,95,39
305,12293556,6394,95,28
306,12296763,6438,95,39
307,12299970,6482,96,39
308,12303185,6527,96,37
309,12306392,6571,96,39
310,12309599,6616,97,30
311,12312814,6661,97,30
312,12316029,6707,97,41
313,12319236,6752,98,38
314,12322443,6797,98,38
315,12325658,6844,98,37
316,12328873,6889,99,27
317,12332080,6935,99,27
318,12335286,6981,99,39
319,12338493,7028,100,34
320,12341786,7076,99,38
321,12344993,7122,99,38
322,12348200,7169,99,21
323,12351415,7216,98,27
324,12354622,7262,98,27
325,12357837,7309,98,23
326,12361044,7356,97,25
327,12364251,7402,97,25
328,12367466,7449,97,17
329,12370672,7495,96,22
330,12373879,7542,96,17
331,12377086,7588,96,17
332,12380292,7634,95,19
333,12383508,7680,95,16
334,12386723,7726,95,16
335,12389938,7771,94,21
336,12393145,7817,94,18
337,12396352,7863,94,18
338,12399560,7908,93,19
339,12402774,7953,93,15
340,12405989,7998,93,17
341,12409204,8043,92,17
342,12412420,8088,92,17
343,12415626,8133,92,19
344,12418833,8177,92,19
345,12422040,8221,91,16
346,12425246,8265,91,19
347,12428453,8309,91,19
348,12431660,8353,90,21
349,12434867,8397,90,20
350,12438073,8440,90,20
351,12441280,8483,89,20
352,12444487,8526,89,23
353,12447702,8570,89,21
354,12450910,8613,88,21
355,12454124,8655,88,24
356,12457330,8698,88,20
357,12460537,8740,87,20
358,12463744,8782,87,26
359,12466959,8824,87,22
360,12470166,8866,86,24
361,12473372,8908,86,24
362,12476579,8949,86,20
363,12479786,8991,85,28
364,12482992,9032,85,28
365,12486199,9073,85,25
366,12489406,9114,84,29
367,12492621,9155,84,25
368,12495828,9195,84,25
369,12499034,9235,84,28
370,12502241,9276,83,28
371,12505448,9316,83,28
372,12508654,9355,83,29
373,12511861,9395,82,31
374,12515068,9435,82,31
375,12518275,9474,82,27
376,12521481,9513,81,34
377,12524688,9552,81,32
378,12527894,9591,81,32
379,12531102,9630,80,34
380,12534308,9668,80,31
381,12537514,9707,80,31
382,12540721,9745,79,33
383,12543928,9783,79,37
384,12547134,9821,79,37
385,12550341,9858,78,32
386,12553548,9896,78,35
387,12556763,9933,78,33
388,12559970,9971,77,33
389,12563185,10008,77,37
390,12566478,10046,77,38
391,12569772,10084,76,38
392,12573065,10121,76,37
393,12576359,10159,76,39
394,12579652,10196,75,34
395,12582945,10233,75,34
396,12586238,10270,75,38
397,12589532,10307,74,40
398,12592825,10344,74,40
399,12596118,10380,74,39
400,12599412,10417,73,43
401,12602705,10452,73,39
402,12605998,10489,73,39
403,12609300,10525,72,41
404,12612594,10560,72,42
405,12615889,10596,72,42
406,12619189,10631,72,40
407,12622482,10667,71,44
408,12625776,10701,71,40
409,12629069,10737,70,40
410,12632371,10771,70,43
411,12635664,10806,70,45
412,12638958,10840,69,40
413,12642251,10874,69,40
414,12645544,10908,69,46
415,12648838,10942,68,44
416,12652131,10975,68,44
417,12655424,11009,68,45
418,12658718,11042,67,49
419,12662011,11075,67,45
420,12665304,11108,67,45
421,12668598,11141,66,46
422,12671891,11174,66,47
423,12675184,11206,66,47
424,12678478,11239,65,43
425,12681780,11271,65,47
426,12685073,11303,65,49
427,12688366,11334,64,49
428,12691660,11366,64,47
429,12694953,11398,64,49
430,12698247,11429,63,49
431,12701540,11460,63,49
432,12704833,11491,63,48
433,12708127,11522,63,52
434,12711420,11553,62,52
435,12714713,11583,62,50
436,12718007,11613,62,46
437,12721300,11644,61,49
438,12724595,11673,61,49
439,12727895,11703,61,50
440,12731188,11733,60,50
441,12734482,11762,60,50
442,12737775,11791,60,54
443,12741068,11821,59,54
444,12744362,11850,59,50
445,12747655,11879,59,50
446,12750948,11907,58,51
447,12754242,11936,58,51
448,12757544,11965,58,51
449,12760837,11993,57,50
450,12764131,12021,57,51
451,12767424,12049,57,52
452,12770717,12077,56,52
453,12774010,12104,56,51
454,12777304,12132,56,48
455,12780597,12159,55,48
456,12783891,12186,55,51
457,12787184,12213,55,51
458,12790477,12239,54,51
459,12793771,12266,54,51
460,12797064,12293,54,52
461,12800357,12319,53,52
462,12803650,12345,53,50
463,12806944,12371,53,50
464,12810246,12397,52,51
465,12813539,12422,52,54
466,12816832,12448,52,54
467,12820126,12473,51,52
468,12823419,12498,51,50
469,12826712,12523,51,51
470,12830014,12548,50,51
471,12833316,12573,50,54
472,12836611,12597,50,53
473,12839912,12621,49,53
474,12843205,12646,49,52
475,12846498,12670,49,53
476,12849792,12693,48,51
477,12853085,12717,48,51
478,12856378,12741,48,51
479,12859672,12764,47,51
480,12862965,12787,47,51
481,12866258,12810,47,53
482,12869552,12833,46,53
483,12872854,12856,46,50
484,12876147,12879,46,50
485,12879440,12901,45,50
486,12882734,12924,45,50
487,12886027,12946,45,51
488,12889320,12968,44,51
489,12892614,12989,44,50
490,12895907,13011,44,51
491,12899201,13033,43,51
492,12902494,13054,43,52
493,12905787,13075,43,50
494,12909080,13096,42,49
495,12912374,13117,42,49
496,12915667,13138,42,47
497,12918969,13158,41,48
498,12922262,13179,41,48
499,12925556,13199,41,49
500,12928850,13219,40,48
501,12932142,13239,40,47
502,12935444,13259,40,47
503,12938738,13278,39,48
504,12942031,13298,39,48
505,12945333,13317,39,48
506,12948626,13336,38,49
507,12951920,13356,38,48
508,12955213,13374,38,46
509,12958507,13393,37,46
510,12961800,13412,37,45
511,12965093,13430,37,46
512,12968387,13448,36,46
513,12971680,13466,36,46
514,12974973,13484,36,45
515,12978266,13501,35,45
516,12981560,13519,35,45
517,12984853,13536,35,45
518,12988146,13553,35,44
519,12991440,13570,34,45
520,12994733,13587,34,45
521,12998026,13604,34,44
522,13001320,13620,33,43
523,13004613,13637,33,43
524,13007906,13653,33,43
525,13011200,13669,32,41
526,13014493,13685,32,41
527,13017795,13701,32,41
528,13021088,13716,31,42
529,13024382,13732,31,42
530,13027675,13747,31,41
531,13030968,13762,30,41
532,13034262,13777,30,39
533,13037555,13792,30,40
534,13040848,13807,29,40
535,13044142,13821,29,40
536,13047435,13835,29,39
537,13050728,13850,28,38
538,13054022,13864,28,38
539,13057315,13878,28,37
540,13060608,13891,27,36
541,13063902,13905,27,36
542,13067195,13918,27,35
543,13070488,13932,26,35
544,13073782,13945,26,36
545,13077075,13958,26,36
546,13080368,13970,25,35
547,13083662,13983,25,35
548,13086955,13996,25,35
549,13090248,14008,24,33
550,13093542,14020,24,32
551,13096835,14032,24,32
552,13100128,14044,23,32
553,13103422,14055,23,32
554,13106715,14067,23,32
555,13110009,14078,22,31
556,13113302,14089,22,31
